screen,control,expected_behavior,actual_result,status,severity,exact_fix_location,evidence_source,app,role,locale,layout,viewport,control_type
jobs,مسودة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,موقوفة مؤقتًا,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,مغلقة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,مزيد من التصفية,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة تحقق حالة 044035,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي تحقق حالة 044035,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة Finance,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي Finance,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة Social Media Manager,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي Social Media Manager,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة Accounting Excel,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي Accounting Excel,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة اختبار وظائف المرحلة الثانية J2P2PROD-00F06757,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة IT manager,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي IT manager,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة Accounting,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي Accounting,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة Full Stack Developer,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي Full Stack Developer,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة HR,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,عرض مرشحي HR,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة IT Maintenance,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة Marketing Specialist,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
jobs,إدارة Python Developer,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
candidates,مساعد واثقني,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
candidates,الوظائف,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
candidates,المرشحون,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
candidates,المقابلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,viewer,ar,RTL,desktop,button
